[3, 5, 14, 37, 40, 42]
[3, 5, 14, 37, 40, 45]
[3, 5, 14, 37, 42, 45]
[3, 5, 14, 40, 42, 45]
[3, 5, 20, 25, 33, 40]
[3, 5, 20, 25, 33, 42]
[3, 5, 20, 25, 37, 40]
[3, 5, 20, 25, 37, 42]
[3, 5, 20, 25, 40, 42]
[3, 5, 20, 25, 40, 45]
[3, 5, 20, 25, 42, 45]
[3, 5, 20, 33, 37, 40]
[3, 5, 20, 33, 37, 42]
[3, 5, 20, 33, 40, 42]
[3, 5, 20, 33, 40, 45]
[3, 5, 20, 33, 42, 45]
[3, 5, 20, 37, 40, 42]
[3, 5, 20, 37, 40, 45]
[3, 5, 20, 37, 42, 45]
[3, 5, 20, 40, 42, 45]
[3, 5, 25, 33, 40, 42]
[3, 5, 25, 37, 40, 42]
[3, 5, 25, 40, 42, 45]
[3, 5, 33, 37, 40, 42]
[3, 5, 33, 40, 42, 45]
[3, 5, 37, 40, 42, 45]
[3, 11, 14, 20, 25, 33]
[3, 11, 14, 20, 25, 37]
[3, 11, 14, 20, 25, 40]
[3, 11, 14, 20, 25, 42]
[3, 11, 14, 20, 25, 45]
[3, 11, 14, 20, 33, 37]
[3, 11, 14, 20, 33, 40]
[3, 11, 14, 20, 33, 42]
[3, 11, 14, 20, 33, 45]
[3, 11, 14, 20, 37, 40]
[3, 11, 14, 20, 37, 42]
[3, 11, 14, 20, 37, 45]
[3, 11, 14, 20, 40, 42]
[3, 11, 14, 20, 40, 45]
[3, 11, 14, 20, 42, 45]
[3, 11, 14, 25, 33, 40]
[3, 11, 14, 25, 33, 42]
[3, 11, 14, 25, 37, 40]
[3, 11, 14, 25, 37, 42]
[3, 11, 14, 25, 40, 42]
[3, 11, 14, 25, 40, 45]
[3, 11, 14, 25, 42, 45]
[3, 11, 14, 33, 37, 40]
[3, 11, 14, 33, 37, 42]
[3, 11, 14, 33, 40, 42]
[3, 11, 14, 33, 40, 45]
[3, 11, 14, 33, 42, 45]
[3, 11, 14, 37, 40, 42]
[3, 11, 14, 37, 40, 45]
[3, 11, 14, 37, 42, 45]
[3, 11, 14, 40, 42, 45]
[3, 11, 20, 25, 33, 40]
[3, 11, 20, 25, 33, 42]
[3, 11, 20, 25, 37, 40]
[3, 11, 20, 25, 37, 42]
[3, 11, 20, 25, 40, 42]
[3, 11, 20, 25, 40, 45]
[3, 11, 20, 25, 42, 45]
[3, 11, 20, 33, 37, 40]
[3, 11, 20, 33, 37, 42]
[3, 11, 20, 33, 40, 42]
[3, 11, 20, 33, 40, 45]
[3, 11, 20, 33, 42, 45]
[3, 11, 20, 37, 40, 42]
[3, 11, 20, 37, 40, 45]
[3, 11, 20, 37, 42, 45]
[3, 11, 20, 40, 42, 45]
[3, 11, 25, 33, 40, 42]
[3, 11, 25, 37, 40, 42]
[3, 11, 25, 40, 42, 45]
[3, 11, 33, 37, 40, 42]
[3, 11, 33, 40, 42, 45]
[3, 11, 37, 40, 42, 45]
[3, 14, 20, 25, 33, 37]
[3, 14, 20, 25, 33, 40]
[3, 14, 20, 25, 33, 42]
[3, 14, 20, 25, 33, 45]
[3, 14, 20, 25, 37, 40]
[3, 14, 20, 25, 37, 42]
[3, 14, 20, 25, 37, 45]
[3, 14, 20, 25, 40, 42]
[3, 14, 20, 25, 40, 45]
[3, 14, 20, 25, 42, 45]
[3, 14, 20, 33, 37, 40]
[3, 14, 20, 33, 37, 42]
[3, 14, 20, 33, 37, 45]
[3, 14, 20, 33, 40, 42]
[3, 14, 20, 33, 40, 45]
[3, 14, 20, 33, 42, 45]
[3, 14, 20, 37, 40, 42]
[3, 14, 20, 37, 40, 45]
[3, 14, 20, 37, 42, 45]
[3, 14, 20, 40, 42, 45]
[3, 14, 25, 33, 37, 40]
[3, 14, 25, 33, 37, 42]
[3, 14, 25, 33, 40, 42]
[3, 14, 25, 33, 40, 45]
[3, 14, 25, 33, 42, 45]
[3, 14, 25, 37, 40, 42]
[3, 14, 25, 37, 40, 45]
[3, 14, 25, 37, 42, 45]
[3, 14, 25, 40, 42, 45]
[3, 14, 33, 37, 40, 42]
[3, 14, 33, 37, 40, 45]
[3, 14, 33, 37, 42, 45]
[3, 14, 33, 40, 42, 45]
[3, 14, 37, 40, 42, 45]
[3, 20, 25, 33, 37, 40]
[3, 20, 25, 33, 37, 42]
[3, 20, 25, 33, 40, 42]
[3, 20, 25, 33, 40, 45]
[3, 20, 25, 33, 42, 45]
[3, 20, 25, 37, 40, 42]
[3, 20, 25, 37, 40, 45]
[3, 20, 25, 37, 42, 45]
[3, 20, 25, 40, 42, 45]
[3, 20, 33, 37, 40, 42]
[3, 20, 33, 37, 40, 45]
[3, 20, 33, 37, 42, 45]
[3, 20, 33, 40, 42, 45]
[3, 20, 37, 40, 42, 45]
[3, 25, 33, 37, 40, 42]
[3, 25, 33, 40, 42, 45]
[3, 25, 37, 40, 42, 45]
[3, 33, 37, 40, 42, 45]
[5, 11, 14, 20, 25, 33]
[5, 11, 14, 20, 25, 37]
[5, 11, 14, 20, 25, 40]
[5, 11, 14, 20, 25, 42]
[5, 11, 14, 20, 25, 45]
[5, 11, 14, 20, 33, 37]
[5, 11, 14, 20, 33, 40]
[5, 11, 14, 20, 33, 42]
[5, 11, 14, 20, 33, 45]
[5, 11, 14, 20, 37, 40]
[5, 11, 14, 20, 37, 42]
[5, 11, 14, 20, 37, 45]
[5, 11, 14, 20, 40, 42]
[5, 11, 14, 20, 40, 45]
[5, 11, 14, 20, 42, 45]
[5, 11, 14, 25, 33, 40]
[5, 11, 14, 25, 33, 42]
[5, 11, 14, 25, 37, 40]
[5, 11, 14, 25, 37, 42]
[5, 11, 14, 25, 40, 42]
[5, 11, 14, 25, 40, 45]
[5, 11, 14, 25, 42, 45]
[5, 11, 14, 33, 37, 40]
[5, 11, 14, 33, 37, 42]
[5, 11, 14, 33, 40, 42]
[5, 11, 14, 33, 40, 45]
[5, 11, 14, 33, 42, 45]
[5, 11, 14, 37, 40, 42]
[5, 11, 14, 37, 40, 45]
[5, 11, 14, 37, 42, 45]
[5, 11, 14, 40, 42, 45]
[5, 11, 20, 25, 33, 40]
[5, 11, 20, 25, 33, 42]
[5, 11, 20, 25, 37, 40]
[5, 11, 20, 25, 37, 42]
[5, 11, 20, 25, 40, 42]
[5, 11, 20, 25, 40, 45]
[5, 11, 20, 25, 42, 45]
[5, 11, 20, 33, 37, 40]
[5, 11, 20, 33, 37, 42]
[5, 11, 20, 33, 40, 42]
[5, 11, 20, 33, 40, 45]
[5, 11, 20, 33, 42, 45]
[5, 11, 20, 37, 40, 42]
[5, 11, 20, 37, 40, 45]
[5, 11, 20, 37, 42, 45]
[5, 11, 20, 40, 42, 45]
[5, 11, 25, 33, 40, 42]
[5, 11, 25, 37, 40, 42]
[5, 11, 25, 40, 42, 45]
[5, 11, 33, 37, 40, 42]
[5, 11, 33, 40, 42, 45]
[5, 11, 37, 40, 42, 45]
[5, 14, 20, 25, 33, 37]
[5, 14, 20, 25, 33, 40]
[5, 14, 20, 25, 33, 42]
[5, 14, 20, 25, 33, 45]
[5, 14, 20, 25, 37, 40]
[5, 14, 20, 25, 37, 42]
[5, 14, 20, 25, 37, 45]
[5, 14, 20, 25, 40, 42]
[5, 14, 20, 25, 40, 45]
[5, 14, 20, 25, 42, 45]
[5, 14, 20, 33, 37, 40]
[5, 14, 20, 33, 37, 42]
[5, 14, 20, 33, 37, 45]
[5, 14, 20, 33, 40, 42]
[5, 14, 20, 33, 40, 45]
[5, 14, 20, 33, 42, 45]
[5, 14, 20, 37, 40, 42]
[5, 14, 20, 37, 40, 45]
[5, 14, 20, 37, 42, 45]
[5, 14, 20, 40, 42, 45]
[5, 14, 25, 33, 37, 40]
[5, 14, 25, 33, 37, 42]
[5, 14, 25, 33, 40, 42]
[5, 14, 25, 33, 40, 45]
[5, 14, 25, 33, 42, 45]
[5, 14, 25, 37, 40, 42]
[5, 14, 25, 37, 40, 45]
[5, 14, 25, 37, 42, 45]
[5, 14, 25, 40, 42, 45]
[5, 14, 33, 37, 40, 42]
[5, 14, 33, 37, 40, 45]
[5, 14, 33, 37, 42, 45]
[5, 14, 33, 40, 42, 45]
[5, 14, 37, 40, 42, 45]
[5, 20, 25, 33, 37, 40]
[5, 20, 25, 33, 37, 42]
[5, 20, 25, 33, 40, 42]
[5, 20, 25, 33, 40, 45]
[5, 20, 25, 33, 42, 45]
[5, 20, 25, 37, 40, 42]
[5, 20, 25, 37, 40, 45]
[5, 20, 25, 37, 42, 45]
[5, 20, 25, 40, 42, 45]
[5, 20, 33, 37, 40, 42]
[5, 20, 33, 37, 40, 45]
[5, 20, 33, 37, 42, 45]
[5, 20, 33, 40, 42, 45]
[5, 20, 37, 40, 42, 45]
[5, 25, 33, 37, 40, 42]
[5, 25, 33, 40, 42, 45]
[5, 25, 37, 40, 42, 45]
[5, 33, 37, 40, 42, 45]
[11, 14, 20, 25, 33, 37]
[11, 14, 20, 25, 33, 40]
[11, 14, 20, 25, 33, 42]
[11, 14, 20, 25, 33, 45]
[11, 14, 20, 25, 37, 40]
[11, 14, 20, 25, 37, 42]
[11, 14, 20, 25, 37, 45]
[11, 14, 20, 25, 40, 42]
[11, 14, 20, 25, 40, 45]
[11, 14, 20, 25, 42, 45]
[11, 14, 20, 33, 37, 40]
[11, 14, 20, 33, 37, 42]
[11, 14, 20, 33, 37, 45]
[11, 14, 20, 33, 40, 42]
[11, 14, 20, 33, 40, 45]
[11, 14, 20, 33, 42, 45]
[11, 14, 20, 37, 40, 42]
[11, 14, 20, 37, 40, 45]
[11, 14, 20, 37, 42, 45]
[11, 14, 20, 40, 42, 45]
[11, 14, 25, 33, 37, 40]
[11, 14, 25, 33, 37, 42]
[11, 14, 25, 33, 40, 42]
[11, 14, 25, 33, 40, 45]
[11, 14, 25, 33, 42, 45]
[11, 14, 25, 37, 40, 42]
[11, 14, 25, 37, 40, 45]
[11, 14, 25, 37, 42, 45]
[11, 14, 25, 40, 42, 45]
[11, 14, 33, 37, 40, 42]
[11, 14, 33, 37, 40, 45]
[11, 14, 33, 37, 42, 45]
[11, 14, 33, 40, 42, 45]
[11, 14, 37, 40, 42, 45]
[11, 20, 25, 33, 37, 40]
[11, 20, 25, 33, 37, 42]
[11, 20, 25, 33, 40, 42]
[11, 20, 25, 33, 40, 45]
[11, 20, 25, 33, 42, 45]
[11, 20, 25, 37, 40, 42]
[11, 20, 25, 37, 40, 45]
[11, 20, 25, 37, 42, 45]
[11, 20, 25, 40, 42, 45]
[11, 20, 33, 37, 40, 42]
[11, 20, 33, 37, 40, 45]
[11, 20, 33, 37, 42, 45]
[11, 20, 33, 40, 42, 45]
[11, 20, 37, 40, 42, 45]
[11, 25, 33, 37, 40, 42]
[11, 25, 33, 40, 42, 45]
[11, 25, 37, 40, 42, 45]
[11, 33, 37, 40, 42, 45]
[14, 20, 25, 33, 37, 40]
[14, 20, 25, 33, 37, 42]
[14, 20, 25, 33, 37, 45]
[14, 20, 25, 33, 40, 42]
[14, 20, 25, 33, 40, 45]
[14, 20, 25, 33, 42, 45]
[14, 20, 25, 37, 40, 42]
[14, 20, 25, 37, 40, 45]
[14, 20, 25, 37, 42, 45]
[14, 20, 25, 40, 42, 45]
[14, 20, 33, 37, 40, 42]
[14, 20, 33, 37, 40, 45]
[14, 20, 33, 37, 42, 45]
[14, 20, 33, 40, 42, 45]
[14, 20, 37, 40, 42, 45]
[14, 25, 33, 37, 40, 42]
[14, 25, 33, 37, 40, 45]
[14, 25, 33, 37, 42, 45]
[14, 25, 33, 40, 42, 45]
[14, 25, 37, 40, 42, 45]
[14, 33, 37, 40, 42, 45]
[20, 25, 33, 37, 40, 42]
[20, 25, 33, 37, 40, 45]
[20, 25, 33, 37, 42, 45]
[20, 25, 33, 40, 42, 45]
[20, 25, 37, 40, 42, 45]
[20, 33, 37, 40, 42, 45]
[25, 33, 37, 40, 42, 45]
